CHROM	size
HiC_scaffold_14856	3620
HiC_scaffold_14857	3623
HiC_scaffold_14858	3673
HiC_scaffold_14859	3678
HiC_scaffold_14860	3606
HiC_scaffold_14861	3673
HiC_scaffold_14862	3624
HiC_scaffold_14863	3613
HiC_scaffold_14865	3773
HiC_scaffold_14866	3604
HiC_scaffold_14867	3570
HiC_scaffold_14868	3578
HiC_scaffold_14869	3702
HiC_scaffold_14870	3669
HiC_scaffold_14871	3679
HiC_scaffold_14873	3673
HiC_scaffold_14874	3648
HiC_scaffold_14875	3562
HiC_scaffold_14876	3622
HiC_scaffold_14877	3594
HiC_scaffold_14878	3598
HiC_scaffold_14879	3653
HiC_scaffold_14880	3605
HiC_scaffold_14881	3609
HiC_scaffold_14884	3613
HiC_scaffold_14885	3660
HiC_scaffold_14886	2728
HiC_scaffold_14887	3584
HiC_scaffold_14888	3552
HiC_scaffold_14889	3648
HiC_scaffold_14891	2737
HiC_scaffold_14892	3613
HiC_scaffold_14893	3597
HiC_scaffold_14894	3580
HiC_scaffold_14896	3630
HiC_scaffold_14898	3806
HiC_scaffold_14899	3573
HiC_scaffold_14900	3663
HiC_scaffold_14901	3614
HiC_scaffold_14902	3619
HiC_scaffold_14903	3579
HiC_scaffold_14904	3507
HiC_scaffold_14906	3587
HiC_scaffold_14907	3580
HiC_scaffold_14910	3531
HiC_scaffold_14911	3584
HiC_scaffold_14912	3562
HiC_scaffold_14913	3631
HiC_scaffold_14914	3606
HiC_scaffold_14915	3606
HiC_scaffold_14916	3733
HiC_scaffold_14920	3593
HiC_scaffold_14922	3606
HiC_scaffold_14923	3596
HiC_scaffold_14925	3523
HiC_scaffold_14926	3618
HiC_scaffold_14927	3631
HiC_scaffold_14928	3627
HiC_scaffold_14929	3543
HiC_scaffold_14930	3890
HiC_scaffold_14931	3608
HiC_scaffold_14933	3611
HiC_scaffold_14934	3571
HiC_scaffold_14935	3273
HiC_scaffold_14937	3583
HiC_scaffold_14938	3528
HiC_scaffold_14941	3542
HiC_scaffold_14942	3589
HiC_scaffold_14943	3613
HiC_scaffold_14944	3618
HiC_scaffold_14946	3483
HiC_scaffold_14948	3574
HiC_scaffold_14950	3549
HiC_scaffold_14951	3541
HiC_scaffold_14952	3589
HiC_scaffold_14953	3576
HiC_scaffold_14955	2655
HiC_scaffold_14956	3576
HiC_scaffold_14957	3567
HiC_scaffold_14958	3571
HiC_scaffold_14959	3573
HiC_scaffold_14960	3629
HiC_scaffold_14961	3639
HiC_scaffold_14962	3599
HiC_scaffold_14963	3609
HiC_scaffold_14965	3553
HiC_scaffold_14967	3593
HiC_scaffold_14969	3790
HiC_scaffold_14970	3642
HiC_scaffold_14971	3561
HiC_scaffold_14972	3563
HiC_scaffold_14973	4269
HiC_scaffold_14974	3967
HiC_scaffold_14975	3586
HiC_scaffold_14976	3574
HiC_scaffold_14977	3595
HiC_scaffold_14978	3503
HiC_scaffold_14979	3598
HiC_scaffold_14980	3532
HiC_scaffold_14981	3490
HiC_scaffold_14983	3559
HiC_scaffold_14984	3625
HiC_scaffold_14985	3548
HiC_scaffold_14986	3548
HiC_scaffold_14987	3561
HiC_scaffold_14988	3604
HiC_scaffold_14989	3572
HiC_scaffold_14991	3525
HiC_scaffold_14992	3541
HiC_scaffold_14993	3477
HiC_scaffold_14994	3559
HiC_scaffold_14995	3743
HiC_scaffold_14996	3543
HiC_scaffold_14998	3657
HiC_scaffold_14999	3555
HiC_scaffold_15000	3375
HiC_scaffold_15001	3548
HiC_scaffold_15004	3729
HiC_scaffold_15006	3608
HiC_scaffold_15007	3543
HiC_scaffold_15008	3523
HiC_scaffold_15011	3723
HiC_scaffold_15012	3734
HiC_scaffold_15013	3409
HiC_scaffold_15014	3097
HiC_scaffold_15017	3150
HiC_scaffold_15018	3552
HiC_scaffold_15019	3535
HiC_scaffold_15021	3561
HiC_scaffold_15022	3620
HiC_scaffold_15023	3553
HiC_scaffold_15024	3515
HiC_scaffold_15025	3526
HiC_scaffold_15026	3529
HiC_scaffold_15028	2898
HiC_scaffold_15029	3605
HiC_scaffold_15030	3576
HiC_scaffold_15031	3553
HiC_scaffold_15032	3212
HiC_scaffold_15034	3539
HiC_scaffold_15036	3516
HiC_scaffold_15037	3504
HiC_scaffold_15038	3533
HiC_scaffold_15039	3526
HiC_scaffold_15040	3568
HiC_scaffold_15041	3527
HiC_scaffold_15044	3522
HiC_scaffold_15046	3363
HiC_scaffold_15049	1383
HiC_scaffold_15050	3511
HiC_scaffold_15051	3528
HiC_scaffold_15054	3545
HiC_scaffold_15055	3493
HiC_scaffold_15056	3505
HiC_scaffold_15057	3465
HiC_scaffold_15058	3512
HiC_scaffold_15059	3483
HiC_scaffold_15060	3537
HiC_scaffold_15061	3535
HiC_scaffold_15062	3520
HiC_scaffold_15063	3499
HiC_scaffold_15064	3503
HiC_scaffold_15065	3484
HiC_scaffold_15066	3183
HiC_scaffold_15067	3472
HiC_scaffold_15068	3496
HiC_scaffold_15069	3293
HiC_scaffold_15071	3504
HiC_scaffold_15072	3494
HiC_scaffold_15073	3502
HiC_scaffold_15074	3518
HiC_scaffold_15075	3531
HiC_scaffold_15076	3492
HiC_scaffold_15078	3390
HiC_scaffold_15079	3495
HiC_scaffold_15080	3586
HiC_scaffold_15081	3571
HiC_scaffold_15083	3397
HiC_scaffold_15084	3114
HiC_scaffold_15087	3494
HiC_scaffold_15088	3352
HiC_scaffold_15090	3478
HiC_scaffold_15091	3272
HiC_scaffold_15092	3496
HiC_scaffold_15093	3513
HiC_scaffold_15094	2791
HiC_scaffold_15095	3457
HiC_scaffold_15097	3480
HiC_scaffold_15098	3291
HiC_scaffold_15100	3449
HiC_scaffold_15101	3430
HiC_scaffold_15102	3458
HiC_scaffold_15103	3492
HiC_scaffold_15104	3467
HiC_scaffold_15105	3471
HiC_scaffold_15106	3454
HiC_scaffold_15107	3458
HiC_scaffold_15108	3488
HiC_scaffold_15111	3475
HiC_scaffold_15112	3498
HiC_scaffold_15113	3528
HiC_scaffold_15114	3444
HiC_scaffold_15115	3479
HiC_scaffold_15116	3045
HiC_scaffold_15117	3460
HiC_scaffold_15119	3466
HiC_scaffold_15120	3464
HiC_scaffold_15121	3483
HiC_scaffold_15122	3487
HiC_scaffold_15123	3471
HiC_scaffold_15124	3445
HiC_scaffold_15125	2663
HiC_scaffold_15127	3498
HiC_scaffold_15129	3467
HiC_scaffold_15130	3466
HiC_scaffold_15131	3424
HiC_scaffold_15132	3474
HiC_scaffold_15133	3413
HiC_scaffold_15134	3470
HiC_scaffold_15135	3467
HiC_scaffold_15136	3494
HiC_scaffold_15138	3407
HiC_scaffold_15139	3460
HiC_scaffold_15140	3465
HiC_scaffold_15141	3477
HiC_scaffold_15142	3458
HiC_scaffold_15147	3480
HiC_scaffold_15148	3409
HiC_scaffold_15150	3453
HiC_scaffold_15151	3390
HiC_scaffold_15153	3452
HiC_scaffold_15154	3428
HiC_scaffold_15155	3446
HiC_scaffold_15156	3440
HiC_scaffold_15157	3455
HiC_scaffold_15158	3415
HiC_scaffold_15159	3423
HiC_scaffold_15165	3408
HiC_scaffold_15166	3480
HiC_scaffold_15167	3463
HiC_scaffold_15168	3399
HiC_scaffold_15169	3465
HiC_scaffold_15170	3446
HiC_scaffold_15171	3437
HiC_scaffold_15172	3427
HiC_scaffold_15173	3104
HiC_scaffold_15174	3447
HiC_scaffold_15176	3434
HiC_scaffold_15178	3474
HiC_scaffold_15179	3447
HiC_scaffold_15180	3433
HiC_scaffold_15181	3411
HiC_scaffold_15183	3405
HiC_scaffold_15185	3420
HiC_scaffold_15186	3445
HiC_scaffold_15188	3512
HiC_scaffold_15189	3473
HiC_scaffold_15190	3521
HiC_scaffold_15191	3442
HiC_scaffold_15192	3421
HiC_scaffold_15193	3429
HiC_scaffold_15194	3418
HiC_scaffold_15197	3375
HiC_scaffold_15198	3479
HiC_scaffold_15199	3407
HiC_scaffold_15200	3441
HiC_scaffold_15202	3194
HiC_scaffold_15205	3006
HiC_scaffold_15206	3417
HiC_scaffold_15208	3560
HiC_scaffold_15209	3243
HiC_scaffold_15210	3406
HiC_scaffold_15211	3427
HiC_scaffold_15212	3382
HiC_scaffold_15214	3395
HiC_scaffold_15217	3398
HiC_scaffold_15218	3418
HiC_scaffold_15219	3476
HiC_scaffold_15221	3365
HiC_scaffold_15222	3400
HiC_scaffold_15223	3396
HiC_scaffold_15224	3363
HiC_scaffold_15226	3398
HiC_scaffold_15227	3390
HiC_scaffold_15228	3004
HiC_scaffold_15230	3339
HiC_scaffold_15234	3403
HiC_scaffold_15235	3449
HiC_scaffold_15237	3427
HiC_scaffold_15241	3022
HiC_scaffold_15242	3371
HiC_scaffold_15243	3383
HiC_scaffold_15244	3357
HiC_scaffold_15247	3402
HiC_scaffold_15248	3432
HiC_scaffold_15249	3615
HiC_scaffold_15250	3414
HiC_scaffold_15252	2043
HiC_scaffold_15254	3383
HiC_scaffold_15255	3447
HiC_scaffold_15256	3359
HiC_scaffold_15257	3444
HiC_scaffold_15258	3404
HiC_scaffold_15259	3409
HiC_scaffold_15260	3358
HiC_scaffold_15261	3383
HiC_scaffold_15262	3404
HiC_scaffold_15263	3460
HiC_scaffold_15264	3404
HiC_scaffold_15265	3331
HiC_scaffold_15267	3399
HiC_scaffold_15268	3384
HiC_scaffold_15269	3356
HiC_scaffold_15270	3461
HiC_scaffold_15271	3391
HiC_scaffold_15273	3361
HiC_scaffold_15274	3402
HiC_scaffold_15277	3371
HiC_scaffold_15278	3396
HiC_scaffold_15279	3321
HiC_scaffold_15280	3398
HiC_scaffold_15281	3357
HiC_scaffold_15282	3482
HiC_scaffold_15283	3361
HiC_scaffold_15285	3363
HiC_scaffold_15286	3331
HiC_scaffold_15287	3367
HiC_scaffold_15290	3393
HiC_scaffold_15291	3352
HiC_scaffold_15292	3401
HiC_scaffold_15294	3375
HiC_scaffold_15295	3361
HiC_scaffold_15296	3342
HiC_scaffold_15298	3341
HiC_scaffold_15299	3388
HiC_scaffold_15300	3372
HiC_scaffold_15302	3362
HiC_scaffold_15303	3326
HiC_scaffold_15304	3360
HiC_scaffold_15306	3447
HiC_scaffold_15307	3351
HiC_scaffold_15308	3298
HiC_scaffold_15309	3366
HiC_scaffold_15310	3358
HiC_scaffold_15313	3244
HiC_scaffold_15319	3337
HiC_scaffold_15320	2417
HiC_scaffold_15321	3345
HiC_scaffold_15322	2182
HiC_scaffold_15323	3318
HiC_scaffold_15325	3112
HiC_scaffold_15326	3342
HiC_scaffold_15327	3329
HiC_scaffold_15328	3317
HiC_scaffold_15329	3301
HiC_scaffold_15330	3371
HiC_scaffold_15331	3361
HiC_scaffold_15332	3306
HiC_scaffold_15333	3285
HiC_scaffold_15334	3993
HiC_scaffold_15336	3398
HiC_scaffold_15338	3425
HiC_scaffold_15339	3377
HiC_scaffold_15341	3358
HiC_scaffold_15342	3304
HiC_scaffold_15343	3360
HiC_scaffold_15344	3317
HiC_scaffold_15346	3319
HiC_scaffold_15347	3376
HiC_scaffold_15348	3181
HiC_scaffold_15349	3288
HiC_scaffold_15350	3322
HiC_scaffold_15351	3314
HiC_scaffold_15352	3319
HiC_scaffold_15353	3366
HiC_scaffold_15354	3020
HiC_scaffold_15355	3164
HiC_scaffold_15356	3362
HiC_scaffold_15357	3361
HiC_scaffold_15359	3070
HiC_scaffold_15360	2330
HiC_scaffold_15361	3323
HiC_scaffold_15362	3306
HiC_scaffold_15363	3296
HiC_scaffold_15364	3311
HiC_scaffold_15365	3317
HiC_scaffold_15366	2784
HiC_scaffold_15367	3399
HiC_scaffold_15368	3332
HiC_scaffold_15369	2668
HiC_scaffold_15370	3050
HiC_scaffold_15371	3300
HiC_scaffold_15373	3284
HiC_scaffold_15374	3286
HiC_scaffold_15375	3328
HiC_scaffold_15376	3301
HiC_scaffold_15378	3294
HiC_scaffold_15380	3288
HiC_scaffold_15382	3318
HiC_scaffold_15383	3312
HiC_scaffold_15384	3290
HiC_scaffold_15385	3306
HiC_scaffold_15386	2809
HiC_scaffold_15388	3466
HiC_scaffold_15389	1209
HiC_scaffold_15390	2808
HiC_scaffold_15391	3263
HiC_scaffold_15392	3171
HiC_scaffold_15393	3309
HiC_scaffold_15394	2928
HiC_scaffold_15395	3381
HiC_scaffold_15396	3337
HiC_scaffold_15397	3330
HiC_scaffold_15399	3353
HiC_scaffold_15400	3315
HiC_scaffold_15402	3295
HiC_scaffold_15403	3325
HiC_scaffold_15404	3311
HiC_scaffold_15405	3373
HiC_scaffold_15406	3223
HiC_scaffold_15407	3279
HiC_scaffold_15408	3291
HiC_scaffold_15409	3289
HiC_scaffold_15411	3301
HiC_scaffold_15412	3307
HiC_scaffold_15413	3255
HiC_scaffold_15414	3340
HiC_scaffold_15415	3278
HiC_scaffold_15416	3260
HiC_scaffold_15418	3332
HiC_scaffold_15419	3276
HiC_scaffold_15421	3333
HiC_scaffold_15422	3348
HiC_scaffold_15424	3381
HiC_scaffold_15426	3285
HiC_scaffold_15427	3294
HiC_scaffold_15428	3253
HiC_scaffold_15429	3279
HiC_scaffold_15430	3361
HiC_scaffold_15433	3393
HiC_scaffold_15434	3255
HiC_scaffold_15435	3306
HiC_scaffold_15437	3289
HiC_scaffold_15438	3299
HiC_scaffold_15439	3357
HiC_scaffold_15440	3302
HiC_scaffold_15441	3264
HiC_scaffold_15442	3355
HiC_scaffold_15443	3293
HiC_scaffold_15444	3438
HiC_scaffold_15445	3291
HiC_scaffold_15446	3222
HiC_scaffold_15448	3303
HiC_scaffold_15449	3256
HiC_scaffold_15450	3275
HiC_scaffold_15451	3256
HiC_scaffold_15452	3329
HiC_scaffold_15453	3266
HiC_scaffold_15454	3289
HiC_scaffold_15456	3222
HiC_scaffold_15457	3255
HiC_scaffold_15459	3337
HiC_scaffold_15463	3271
HiC_scaffold_15466	3537
HiC_scaffold_15467	3261
HiC_scaffold_15469	3258
HiC_scaffold_15470	2464
HiC_scaffold_15471	3029
HiC_scaffold_15473	3284
HiC_scaffold_15474	3264
HiC_scaffold_15475	1412
HiC_scaffold_15476	3265
HiC_scaffold_15477	3001
HiC_scaffold_15478	3282
HiC_scaffold_15479	3255
HiC_scaffold_15480	3241
HiC_scaffold_15482	3195
HiC_scaffold_15483	3259
HiC_scaffold_15484	2491
HiC_scaffold_15485	3267
HiC_scaffold_15487	3405
HiC_scaffold_15488	3250
HiC_scaffold_15490	3275
HiC_scaffold_15491	3252
HiC_scaffold_15493	3246
HiC_scaffold_15494	3288
HiC_scaffold_15495	3255
HiC_scaffold_15496	3259
HiC_scaffold_15497	3226
HiC_scaffold_15498	3239
HiC_scaffold_15499	3484
HiC_scaffold_15501	3269
HiC_scaffold_15502	3213
HiC_scaffold_15503	3282
HiC_scaffold_15505	3261
HiC_scaffold_15506	3238
HiC_scaffold_15507	3252
HiC_scaffold_15509	3231
HiC_scaffold_15513	3249
HiC_scaffold_15516	3182
HiC_scaffold_15517	3224
HiC_scaffold_15518	2917
HiC_scaffold_15519	3023
HiC_scaffold_15520	3409
HiC_scaffold_15521	3243
HiC_scaffold_15522	3219
HiC_scaffold_15524	3238
HiC_scaffold_15526	3239
HiC_scaffold_15527	3247
HiC_scaffold_15528	3246
HiC_scaffold_15529	3255
HiC_scaffold_15531	2817
HiC_scaffold_15532	3215
HiC_scaffold_15533	3333
HiC_scaffold_15534	3232
HiC_scaffold_15535	2361
HiC_scaffold_15536	3139
HiC_scaffold_15537	3880
HiC_scaffold_15538	3245
HiC_scaffold_15539	3265
HiC_scaffold_15540	3393
HiC_scaffold_15541	3251
HiC_scaffold_15542	3216
HiC_scaffold_15543	3235
HiC_scaffold_15546	3215
HiC_scaffold_15547	3185
HiC_scaffold_15548	3217
HiC_scaffold_15550	3212
HiC_scaffold_15551	3239
HiC_scaffold_15554	3224
HiC_scaffold_15557	3207
HiC_scaffold_15558	3216
HiC_scaffold_15560	3170
HiC_scaffold_15561	3248
HiC_scaffold_15562	3211
HiC_scaffold_15563	2806
HiC_scaffold_15564	3202
HiC_scaffold_15566	3264
HiC_scaffold_15567	3193
HiC_scaffold_15568	2712
HiC_scaffold_15569	3202
HiC_scaffold_15572	3154
HiC_scaffold_15574	3288
HiC_scaffold_15575	3168
HiC_scaffold_15577	3329
HiC_scaffold_15578	3205
HiC_scaffold_15579	3325
HiC_scaffold_15580	3197
HiC_scaffold_15581	3248
HiC_scaffold_15582	3124
HiC_scaffold_15583	3192
HiC_scaffold_15584	3592
HiC_scaffold_15585	3185
HiC_scaffold_15586	2199
HiC_scaffold_15587	2858
HiC_scaffold_15588	3198
HiC_scaffold_15589	3189
HiC_scaffold_15590	2747
HiC_scaffold_15591	3175
HiC_scaffold_15592	3182
HiC_scaffold_15593	3278
HiC_scaffold_15594	3226
HiC_scaffold_15595	3060
HiC_scaffold_15597	3243
HiC_scaffold_15599	3275
HiC_scaffold_15600	3070
HiC_scaffold_15601	3182
HiC_scaffold_15602	3189
HiC_scaffold_15603	3184
HiC_scaffold_15604	3189
HiC_scaffold_15605	3150
HiC_scaffold_15606	3183
HiC_scaffold_15607	3202
HiC_scaffold_15608	3203
HiC_scaffold_15611	3188
HiC_scaffold_15612	3144
HiC_scaffold_15613	3744
HiC_scaffold_15616	2287
HiC_scaffold_15617	3168
HiC_scaffold_15618	3144
HiC_scaffold_15619	2673
HiC_scaffold_15623	3165
HiC_scaffold_15626	3170
HiC_scaffold_15627	3124
HiC_scaffold_15629	3131
HiC_scaffold_15630	3175
HiC_scaffold_15631	3165
HiC_scaffold_15632	3166
HiC_scaffold_15633	3009
HiC_scaffold_15634	3178
HiC_scaffold_15635	3201
HiC_scaffold_15636	2560
HiC_scaffold_15637	3163
HiC_scaffold_15638	3110
HiC_scaffold_15639	3237
HiC_scaffold_15640	3283
HiC_scaffold_15641	2633
HiC_scaffold_15642	3187
HiC_scaffold_15643	3171
HiC_scaffold_15644	3163
HiC_scaffold_15645	3018
HiC_scaffold_15646	3274
HiC_scaffold_15647	3256
HiC_scaffold_15649	3106
HiC_scaffold_15652	3122
HiC_scaffold_15653	2511
HiC_scaffold_15654	3185
HiC_scaffold_15655	3165
HiC_scaffold_15659	2936
HiC_scaffold_15660	3163
HiC_scaffold_15661	3168
HiC_scaffold_15662	3137
HiC_scaffold_15663	4470
HiC_scaffold_15664	3170
HiC_scaffold_15665	3127
HiC_scaffold_15667	3145
HiC_scaffold_15668	3274
HiC_scaffold_15669	3151
HiC_scaffold_15671	3168
HiC_scaffold_15672	3120
HiC_scaffold_15673	3125
HiC_scaffold_15674	3192
HiC_scaffold_15675	3098
HiC_scaffold_15677	3147
HiC_scaffold_15678	3137
HiC_scaffold_15679	3295
HiC_scaffold_15680	3191
HiC_scaffold_15681	3122
HiC_scaffold_15683	3153
HiC_scaffold_15684	3161
HiC_scaffold_15685	3150
HiC_scaffold_15686	3135
HiC_scaffold_15687	3217
HiC_scaffold_15688	3171
HiC_scaffold_15689	3311
HiC_scaffold_15690	3156
HiC_scaffold_15692	3168
HiC_scaffold_15695	3167
HiC_scaffold_15696	3175
HiC_scaffold_15697	3478
HiC_scaffold_15698	3230
HiC_scaffold_15699	3165
HiC_scaffold_15701	3066
HiC_scaffold_15703	3101
HiC_scaffold_15704	3099
HiC_scaffold_15705	3183
HiC_scaffold_15707	3133
HiC_scaffold_15708	3136
HiC_scaffold_15709	3084
HiC_scaffold_15710	2904
HiC_scaffold_15711	3084
HiC_scaffold_15712	3157
HiC_scaffold_15714	3182
HiC_scaffold_15715	3072
HiC_scaffold_15716	3167
HiC_scaffold_15718	3108
HiC_scaffold_15719	3111
HiC_scaffold_15720	3174
HiC_scaffold_15721	3117
HiC_scaffold_15722	1932
HiC_scaffold_15723	2788
HiC_scaffold_15725	3099
HiC_scaffold_15727	3110
HiC_scaffold_15728	3060
HiC_scaffold_15729	2951
HiC_scaffold_15732	3293
HiC_scaffold_15733	3203
HiC_scaffold_15734	3116
HiC_scaffold_15735	3057
HiC_scaffold_15737	3224
HiC_scaffold_15738	3117
HiC_scaffold_15739	3070
HiC_scaffold_15742	3555
HiC_scaffold_15744	2260
HiC_scaffold_15745	3103
HiC_scaffold_15746	3073
HiC_scaffold_15747	3084
HiC_scaffold_15748	3225
HiC_scaffold_15749	3075
HiC_scaffold_15751	3289
HiC_scaffold_15752	3100
HiC_scaffold_15753	3109
HiC_scaffold_15754	3108
HiC_scaffold_15755	3098
HiC_scaffold_15756	3070
HiC_scaffold_15757	3069
HiC_scaffold_15759	3101
HiC_scaffold_15761	3088
HiC_scaffold_15762	3157
HiC_scaffold_15765	3086
HiC_scaffold_15767	3171
HiC_scaffold_15768	3065
HiC_scaffold_15769	3125
HiC_scaffold_15770	2946
HiC_scaffold_15771	3109
HiC_scaffold_15773	3028
HiC_scaffold_15774	3070
HiC_scaffold_15775	3055
HiC_scaffold_15776	3066
HiC_scaffold_15777	3588
HiC_scaffold_15778	3001
HiC_scaffold_15779	2888
HiC_scaffold_15780	3047
HiC_scaffold_15781	2328
HiC_scaffold_15782	3093
HiC_scaffold_15783	3141
HiC_scaffold_15785	3109
HiC_scaffold_15786	3054
HiC_scaffold_15787	3100
HiC_scaffold_15788	3108
HiC_scaffold_15789	3090
HiC_scaffold_15790	3076
HiC_scaffold_15791	3080
HiC_scaffold_15793	3660
HiC_scaffold_15794	3066
HiC_scaffold_15795	3087
HiC_scaffold_15796	3070
HiC_scaffold_15797	3069
HiC_scaffold_15798	3116
HiC_scaffold_15799	3123
HiC_scaffold_15800	3047
HiC_scaffold_15801	3082
HiC_scaffold_15802	3047
HiC_scaffold_15803	3028
HiC_scaffold_15804	3081
HiC_scaffold_15805	3075
HiC_scaffold_15806	1809
HiC_scaffold_15807	3101
HiC_scaffold_15808	3130
HiC_scaffold_15809	3104
HiC_scaffold_15810	3081
HiC_scaffold_15813	3064
HiC_scaffold_15814	3074
HiC_scaffold_15815	3088
HiC_scaffold_15816	3100
HiC_scaffold_15818	3070
HiC_scaffold_15820	3056
HiC_scaffold_15821	3079
HiC_scaffold_15822	3094
HiC_scaffold_15823	3036
HiC_scaffold_15824	3047
HiC_scaffold_15825	3098
HiC_scaffold_15826	2461
HiC_scaffold_15827	3075
HiC_scaffold_15828	3052
HiC_scaffold_15829	3033
HiC_scaffold_15831	3078
HiC_scaffold_15833	2717
HiC_scaffold_15834	3066
HiC_scaffold_15835	3050
HiC_scaffold_15837	3115
HiC_scaffold_15838	3049
HiC_scaffold_15841	3061
HiC_scaffold_15842	3029
HiC_scaffold_15843	2900
HiC_scaffold_15844	3096
HiC_scaffold_15845	3088
HiC_scaffold_15846	3089
HiC_scaffold_15847	2461
HiC_scaffold_15849	3031
HiC_scaffold_15851	3092
HiC_scaffold_15852	2433
HiC_scaffold_15854	2918
HiC_scaffold_15855	1855
HiC_scaffold_15856	3061
HiC_scaffold_15857	3062
HiC_scaffold_15858	3590
HiC_scaffold_15860	3104
HiC_scaffold_15861	3061
HiC_scaffold_15862	3129
HiC_scaffold_15863	3065
HiC_scaffold_15864	3148
HiC_scaffold_15865	3179
HiC_scaffold_15866	3156
HiC_scaffold_15867	3560
HiC_scaffold_15868	3112
HiC_scaffold_15869	3059
HiC_scaffold_15870	3036
HiC_scaffold_15871	3121
HiC_scaffold_15872	2930
HiC_scaffold_15873	3039
HiC_scaffold_15874	3069
HiC_scaffold_15876	2940
HiC_scaffold_15877	3040
HiC_scaffold_15879	3066
HiC_scaffold_15880	3039
HiC_scaffold_15881	2810
HiC_scaffold_15883	3011
HiC_scaffold_15884	3067
HiC_scaffold_15885	3098
HiC_scaffold_15886	2810
HiC_scaffold_15888	3032
HiC_scaffold_15890	2969
HiC_scaffold_15891	3018
HiC_scaffold_15892	3026
HiC_scaffold_15893	3026
HiC_scaffold_15894	2840
HiC_scaffold_15895	3082
HiC_scaffold_15896	3015
HiC_scaffold_15897	3031
HiC_scaffold_15898	3141
HiC_scaffold_15900	3034
HiC_scaffold_15901	3056
HiC_scaffold_15902	3071
HiC_scaffold_15903	2881
HiC_scaffold_15904	3036
HiC_scaffold_15905	3122
HiC_scaffold_15907	2938
HiC_scaffold_15908	3019
HiC_scaffold_15909	3039
HiC_scaffold_15910	3019
HiC_scaffold_15912	3058
HiC_scaffold_15913	3020
HiC_scaffold_15914	3014
HiC_scaffold_15915	3046
HiC_scaffold_15916	3042
HiC_scaffold_15917	3033
HiC_scaffold_15918	3010
HiC_scaffold_15919	3020
HiC_scaffold_15920	3039
HiC_scaffold_15922	3004
HiC_scaffold_15923	3013
HiC_scaffold_15924	2979
HiC_scaffold_15926	3031
HiC_scaffold_15931	3017
HiC_scaffold_15933	3027
HiC_scaffold_15934	2473
HiC_scaffold_15935	2605
HiC_scaffold_15936	3027
HiC_scaffold_15938	2932
HiC_scaffold_15940	2983
HiC_scaffold_15941	3017
HiC_scaffold_15943	3002
HiC_scaffold_15944	3017
HiC_scaffold_15945	3012
HiC_scaffold_15946	3006
HiC_scaffold_15947	3028
HiC_scaffold_15948	2928
HiC_scaffold_15949	3004
HiC_scaffold_15950	3014
HiC_scaffold_15953	3050
HiC_scaffold_15954	3023
HiC_scaffold_15955	3085
HiC_scaffold_15956	2984
HiC_scaffold_15957	2998
HiC_scaffold_15958	3057
HiC_scaffold_15960	3026
HiC_scaffold_15961	3012
HiC_scaffold_15962	3010
HiC_scaffold_15963	3009
HiC_scaffold_15966	2977
HiC_scaffold_15967	3003
HiC_scaffold_15968	3007
HiC_scaffold_15969	2994
HiC_scaffold_15970	3015
HiC_scaffold_15971	3006
HiC_scaffold_15972	2993
HiC_scaffold_15974	2976
HiC_scaffold_15976	2908
HiC_scaffold_15978	2663
HiC_scaffold_15979	2940
HiC_scaffold_15980	2991
HiC_scaffold_15981	3005
HiC_scaffold_15983	3013
HiC_scaffold_15984	3003
HiC_scaffold_15985	2986
HiC_scaffold_15986	2951
HiC_scaffold_15988	3340
HiC_scaffold_15989	3158
HiC_scaffold_15990	1964
HiC_scaffold_15992	1980
HiC_scaffold_15993	2740
HiC_scaffold_15994	2996
HiC_scaffold_15995	2996
HiC_scaffold_15996	2971
HiC_scaffold_15997	3007
HiC_scaffold_15998	3000
HiC_scaffold_15999	2613
HiC_scaffold_16000	2395
HiC_scaffold_16001	2984
HiC_scaffold_16004	2945
HiC_scaffold_16006	2935
HiC_scaffold_16007	3037
HiC_scaffold_16009	1591
HiC_scaffold_16010	3135
HiC_scaffold_16011	2975
HiC_scaffold_16012	2988
HiC_scaffold_16013	2982
HiC_scaffold_16015	2981
HiC_scaffold_16016	3003
HiC_scaffold_16018	2975
HiC_scaffold_16019	3012
HiC_scaffold_16020	2967
HiC_scaffold_16023	2960
HiC_scaffold_16025	2948
HiC_scaffold_16027	2991
HiC_scaffold_16028	2990
HiC_scaffold_16029	2915
HiC_scaffold_16030	2959
HiC_scaffold_16031	3044
HiC_scaffold_16032	2913
HiC_scaffold_16034	2999
HiC_scaffold_16035	2994
HiC_scaffold_16036	3059
HiC_scaffold_16037	3003
HiC_scaffold_16040	3041
HiC_scaffold_16041	2986
HiC_scaffold_16044	3023
HiC_scaffold_16045	2985
HiC_scaffold_16046	2995
HiC_scaffold_16047	3113
HiC_scaffold_16048	3011
HiC_scaffold_16049	2774
HiC_scaffold_16050	2915
HiC_scaffold_16051	2967
HiC_scaffold_16053	2973
HiC_scaffold_16055	2977
HiC_scaffold_16056	2901
HiC_scaffold_16057	2988
HiC_scaffold_16058	2996
HiC_scaffold_16059	2905
HiC_scaffold_16062	2999
HiC_scaffold_16063	2951
HiC_scaffold_16064	2945
HiC_scaffold_16065	2980
HiC_scaffold_16067	2952
HiC_scaffold_16069	1392
HiC_scaffold_16070	2946
HiC_scaffold_16071	2941
HiC_scaffold_16073	2955
HiC_scaffold_16074	2903
HiC_scaffold_16075	2991
